Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price
2017,31861,18.49,1493,100.0,7.0,7.460102909785629
2011,57900,15.8,2148,170.0,5.0,18.937211215179772
2014,48000,19.3,1248,73.9,5.0,3.1816170353796736
2015,33544,18.5,1197,82.85,5.0,4.793721862858126
2015,65000,25.2,1248,74.0,5.0,3.199017562142359
2017,103189,13.68,2393,147.8,8.0,14.811242663208196
2017,35007,16.78,1496,88.73,5.0,5.4958425035004
2010,98000,21.43,1364,87.2,5.0,5.371340209772056
2017,25678,24.0,1186,73.97,5.0,3.26036556680997
2015,65636,21.79,1248,88.73,5.0,5.762115154286068
2015,21730,17.68,1968,174.33,5.0,19.883916431832404
2013,46112,18.0,1198,86.7,5.0,5.462568463178064
2015,20000,18.6,1197,81.83,5.0,4.616236489878725
2013,67000,15.1,2179,140.0,7.0,13.683769105025641
2016,29000,13.0,2143,204.0,5.0,24.858758714710603
2014,86000,24.8,1396,88.7,5.0,5.597990349820654
2013,34000,18.0,1198,86.7,5.0,5.462568463178064
2014,36000,17.11,1968,174.33,5.0,19.883916431832404
2013,49000,20.36,1197,78.9,5.0,4.1064010557320145
2017,7000,20.3,1199,84.0,5.0,4.991680560542038
2014,60188,24.4,1120,71.0,5.0,2.814432804828563
2012,79000,20.0,1399,68.0,5.0,1.992860269814095
2012,115439,12.99,2494,100.0,7.0,6.38534918625154
2011,104500,23.0,1396,90.0,5.0,5.824197197735575
2013,35000,13.0,2143,204.0,5.0,24.858758714710603
2016,26186,19.67,1582,126.2,5.0,11.923483397738805
2012,58061,18.0,995,62.0,5.0,1.382595401623112
2011,62000,23.0,1396,90.0,5.0,5.824197197735575
2013,118000,23.4,1248,74.0,5.0,3.199017562142359
2009,65000,20.36,1197,78.9,5.0,4.1064010557320145
2008,44379,17.92,1086,62.1,5.0,1.302291044428154
2017,61041,22.7,1498,89.84,5.0,5.6868409904792365
2011,73000,17.8,1399,67.0,5.0,1.818855002187231
2016,57297,17.01,1582,126.2,5.0,11.923483397738805
2015,28700,15.29,1591,121.3,5.0,11.061194465975754
2013,85264,17.0,1497,118.0,5.0,10.58790300689522
2017,20000,20.89,1197,81.8,5.0,4.611016331849919
2017,11934,18.0,1497,117.3,5.0,10.466099319556415
2010,83000,17.0,1497,118.0,5.0,10.58790300689522
2013,23000,15.3,1596,99.6,5.0,7.27991175825535
2017,14927,18.6,1197,81.83,5.0,4.616236489878725
2007,158000,13.4,1794,125.0,5.0,11.48705690736656
2011,111000,23.08,1461,63.1,5.0,1.0736662957460439
2011,63528,19.7,796,46.3,5.0,-1.1356249714640265
2015,92000,26.21,1248,88.5,5.0,5.722093942731888
2017,41200,28.09,1248,88.5,5.0,5.722093942731888
2016,39052,15.1,2179,140.0,7.0,13.683769105025641
2014,55100,20.45,1461,83.8,5.0,4.6755753356221295
2011,76958,17.0,1197,80.0,5.0,4.297806850121564
2015,70419,23.08,1461,63.12,5.0,1.077146401098581
2017,21000,20.51,998,67.0,5.0,2.2494006996269604
2009,64000,7.94,4395,450.0,4.0,65.24612709297834
2011,63698,16.8,1497,116.3,5.0,10.292094051929551
2016,62715,23.03,1396,69.0,5.0,2.17008657757143
2013,37922,19.4,1198,86.8,5.0,5.479968989940749
2016,52000,27.3,1498,98.6,5.0,7.211127134890566
2013,47000,20.0,2143,107.3,5.0,8.032449335192846
2009,64000,14.53,1798,138.1,5.0,13.762231193104517
2007,109000,13.5,1799,130.0,5.0,12.351714845283427
2015,19000,19.67,1582,126.2,5.0,11.923483397738805
2009,99000,9.74,1984,208.0,5.0,25.725494912133065
2005,50000,14.2,1389,88.0,5.0,5.483702422786282
2013,105000,12.55,2982,168.5,7.0,17.780754157468316
2016,24000,15.29,1591,121.3,5.0,11.061194465975754
2017,23389,21.66,1498,108.62,5.0,8.954659916511746
2009,90000,18.5,1197,80.0,5.0,4.297806850121564
2013,20000,17.68,1968,174.33,5.0,19.883916431832404
2014,62269,24.0,1120,70.0,5.0,2.640427537201699
2015,69000,17.32,1968,138.13,5.0,13.584925743739921
2015,58898,14.69,2993,258.0,5.0,33.34241512959426
2018,29110,26.59,1248,74.0,5.0,3.199017562142359
2019,34649,18.9,1197,81.86,5.0,4.6214566479075305
2017,13000,26.0,1498,98.6,5.0,7.211127134890566
2015,25043,18.9,1197,81.86,5.0,4.6214566479075305
2018,36611,19.0,1199,88.7,5.0,5.8095053183883
2008,150000,17.8,1248,75.0,5.0,3.373022829769223
2015,82000,22.5,998,67.04,5.0,2.2563609103320363
2017,45158,28.09,1248,88.5,5.0,5.722093942731888
2016,36968,16.93,1197,103.2,5.0,8.334729059064811
2015,53556,20.4,1197,81.8,5.0,4.611016331849919
2013,78500,20.0,1968,138.1,5.0,13.579705585711116
2017,133000,24.4,1120,71.0,5.0,2.814432804828563
2017,33186,19.67,1582,126.2,5.0,11.923483397738805
2012,65000,11.74,1796,186.0,5.0,22.09923087251829
2015,61903,22.9,1248,74.0,5.0,3.199017562142359
2011,25000,17.6,1496,88.73,5.0,5.4958425035004
2017,8044,20.85,1197,83.14,5.0,4.844183390469917
2017,18000,13.22,2967,241.4,5.0,30.481843368119065
2013,80000,16.8,1497,116.3,5.0,10.292094051929551
2016,45000,25.32,1198,77.0,5.0,3.7747173671974803
2013,78835,14.0,2498,112.0,8.0,8.469117677599948
2017,30631,23.84,1199,84.0,5.0,4.991680560542038
2011,72573,12.05,2179,120.0,8.0,10.203663752488362
2016,10000,11.36,2755,171.5,7.0,18.546495330221276
2011,50215,18.9,998,67.1,5.0,2.2668012263896458
2009,9999,16.1,796,37.0,4.0,-2.753873960393862
2008,110000,13.5,1799,130.0,5.0,12.351714845283427
2013,81000,25.44,936,57.6,5.0,0.6803193466308546
2016,11000,16.55,2498,105.0,6.0,7.251080804211899
2017,59000,17.57,1193,88.7,5.0,5.815947398649245
2015,8300,21.1,814,55.2,5.0,0.3936956696322351
2016,40000,11.18,2696,184.0,7.0,20.78490829812302
2016,83500,19.67,1582,126.2,5.0,11.923483397738805
2017,22000,22.95,1248,74.0,5.0,3.199017562142359
2013,39000,13.7,1399,98.82,7.0,7.355702618074044
2013,90000,17.2,1968,138.1,5.0,13.579705585711116
2012,134487,21.9,1396,88.8,5.0,5.615390876583339
2014,65000,15.73,1968,174.33,5.0,19.883916431832404
2015,48000,15.4,2179,120.0,7.0,10.203663752488362
2011,60000,13.2,1995,170.0,5.0,19.101484261833832
2015,23742,15.04,1991,360.0,5.0,52.16677983111197
2010,60268,17.0,1497,118.0,5.0,10.58790300689522
2016,70746,24.3,1248,88.5,5.0,5.722093942731888
2014,61000,12.98,2494,178.4,5.0,20.027362168197683
2007,102000,17.8,1248,75.0,5.0,3.373022829769223
2016,25000,14.5,1797,147.4,5.0,15.381553862077846
2013,64000,20.46,1461,83.8,5.0,4.6755753356221295
2010,78265,12.19,2967,236.0,5.0,29.542214922934
2006,76560,15.9,1298,85.0,5.0,5.059391503863335
2017,10000,17.1,1956,170.0,5.0,19.143357783529964
2010,52000,16.8,1497,118.0,5.0,10.58790300689522
2018,45000,22.95,1248,74.0,5.0,3.199017562142359
2018,29562,21.4,1197,83.1,5.0,4.837223179764841
2014,32000,26.59,1248,74.0,5.0,3.199017562142359
2016,22003,16.2,1199,74.0,5.0,3.2516278842733985
2017,2890,13.8,1998,192.0,5.0,22.92637910949437
2015,52000,13.5,2477,175.56,7.0,19.551439768876733
2008,100000,17.7,1497,78.0,5.0,3.627692301820657
2013,60000,21.1,814,55.2,5.0,0.3936956696322351
2010,6512,16.0,995,63.0,5.0,1.5566006692499759
2008,39008,19.7,796,46.3,5.0,-1.1356249714640265
2003,136441,13.4,1794,125.0,5.0,11.48705690736656
2012,36200,17.0,1197,80.0,5.0,4.297806850121564
2015,32506,24.8,1396,88.7,5.0,5.597990349820654
2016,67000,13.7,1399,98.79,8.0,7.3504824600452405
2011,59800,14.6,1368,88.7,5.0,5.6280533910383905
2015,63008,15.1,2179,140.0,7.0,13.683769105025641
2018,57804,24.3,1248,88.5,5.0,5.722093942731888
2015,65000,19.67,1582,126.2,5.0,11.923483397738805
2009,61259,17.92,1086,62.1,5.0,1.302291044428154
2010,50000,15.0,1396,100.0,5.0,7.564249874004217
2006,183513,14.9,1991,112.2,5.0,9.048274513175054
2015,66000,16.0,2179,140.0,7.0,13.683769105025641
2012,78979,18.53,1968,187.74,5.0,22.21732707070865
2016,30010,23.84,1199,84.0,5.0,4.991680560542038
2016,27508,20.0,2143,107.3,5.0,8.032449335192846
2014,28000,17.1,1591,121.4,5.0,11.078594992738443
2014,45000,19.27,2143,167.62,5.0,18.52844707844529
2013,86107,8.45,2979,321.0,5.0,44.31977851069556
2015,49000,12.7,2179,187.7,5.0,21.983820370827054
2018,32746,13.0,1591,121.3,5.0,11.061194465975754
2013,42758,16.93,1197,103.2,5.0,8.334729059064811
2013,50000,23.8,1998,112.0,5.0,9.005957699345247
2016,90904,9.0,1984,181.0,5.0,21.027352686207735
2012,52612,23.08,1461,63.12,5.0,1.077146401098581
2015,40000,18.0,1198,86.7,5.0,5.462568463178064
2012,80724,12.98,2494,178.4,5.0,20.027362168197683
2009,62659,19.7,796,46.3,5.0,-1.1356249714640265
2011,72734,14.67,1798,177.46,5.0,20.61107852689789
2015,15000,17.5,1373,91.1,7.0,6.040297633125409
2014,65475,16.55,1968,147.51,5.0,15.217095154079905
2012,71000,20.77,1248,88.76,7.0,5.767335312314874
2016,16000,19.27,2143,167.62,5.0,18.52844707844529
2011,72329,17.5,1197,85.8,5.0,5.307037402357375
2016,49398,17.9,2143,136.0,5.0,13.026400516083848
2016,44147,17.8,1497,117.3,5.0,10.466099319556415
2007,45000,19.7,796,46.3,5.0,-1.1356249714640265
2011,75000,11.5,2982,171.0,7.0,18.215767326535477
2017,22574,21.76,1995,190.0,5.0,22.58158961437112
2016,26642,18.6,1197,81.86,5.0,4.6214566479075305
2013,81304,25.8,1498,98.6,5.0,7.211127134890566
2013,46000,15.0,1896,105.0,5.0,7.897436190393238
2007,99000,13.0,2987,210.0,5.0,24.99660436376572
2012,36317,21.1,814,55.2,5.0,0.3936956696322351
2008,70000,18.2,998,67.1,5.0,2.2668012263896458
2009,137711,16.8,1493,110.0,5.0,9.20015558605427
2018,18980,17.0,1591,121.3,5.0,11.061194465975754
2015,31293,18.6,1197,81.83,5.0,4.616236489878725
2004,43000,15.4,1590,94.0,5.0,6.311924339805856
2016,45000,27.3,1498,98.6,5.0,7.211127134890566
2012,53000,20.54,1598,103.6,5.0,7.9737854686758265
2011,30000,19.81,1086,68.05,5.0,2.337622386807995
2017,13000,17.1,1956,170.0,5.0,19.143357783529964
2013,62000,19.01,1461,108.45,5.0,8.96480518262433
2012,35161,17.5,1298,85.8,5.0,5.198595717964825
2006,75000,19.7,796,46.3,5.0,-1.1356249714640265
2016,53590,21.9,624,37.48,4.0,-2.485678464452585
2008,71467,19.81,1086,68.05,5.0,2.337622386807995
2011,66287,19.7,796,46.3,5.0,-1.1356249714640265
2012,85000,20.0,1399,68.0,5.0,1.992860269814095
2012,147202,11.8,2993,241.6,7.0,30.488728740513686
2016,72566,26.0,1498,98.6,5.0,7.211127134890566
2015,190000,23.2,1248,73.94,5.0,3.1885772460847477
2017,25348,18.9,1197,81.86,5.0,4.6214566479075305
2014,54000,18.9,1197,82.0,5.0,4.645817385375292
2015,33000,18.6,1197,81.83,5.0,4.616236489878725
2011,58067,18.48,1995,177.0,5.0,20.319521135221883
2015,43020,13.0,2143,201.1,5.0,24.354143438592693
2014,27641,12.99,2494,100.0,7.0,6.38534918625154
2016,46372,26.59,1248,74.0,5.0,3.199017562142359
2016,27535,24.07,998,67.1,5.0,2.2668012263896458
2016,55615,22.48,1995,190.0,5.0,22.58158961437112
2017,19000,24.3,1248,88.5,5.0,5.722093942731888
2010,47000,16.2,1599,103.2,5.0,7.903109681581592
2015,60595,17.4,1497,117.3,5.0,10.466099319556415
2013,170000,22.3,1248,74.0,5.0,3.199017562142359
2017,14301,21.19,1396,88.73,5.0,5.603210507849459
2015,42741,17.68,1968,174.33,5.0,19.883916431832404
2015,31000,15.97,2993,258.0,5.0,33.34241512959426
2017,11000,15.29,1591,121.3,5.0,11.061194465975754
2018,3800,24.3,1248,88.5,5.0,5.722093942731888
2009,44702,16.6,1388,68.0,5.0,2.0046707502924903
2017,14300,28.4,1248,73.75,5.0,3.155516245235644
2018,31542,17.4,1497,117.3,5.0,10.466099319556415
2015,31717,23.1,998,67.04,5.0,2.2563609103320363
2011,99120,11.5,1991,147.9,7.0,15.2602625674541
2016,36000,19.83,1198,67.0,5.0,2.0346646909288406
2010,40000,13.1,1798,157.8,5.0,17.190134965353742
2014,41000,0.0,1086,62.0,5.0,1.2848905176654668
2007,160000,19.2,1461,65.0,5.0,1.4042763042370847
2016,41413,27.28,1047,69.0,5.0,2.5448009127496487
2011,67500,14.4,1598,103.6,5.0,7.9737854686758265
2014,30315,18.6,1197,81.83,5.0,4.616236489878725
2017,39015,17.0,1497,121.36,5.0,11.172560706121482
2018,6000,16.0,1368,160.0,5.0,18.0346289728338
2014,21143,16.55,1968,147.51,5.0,15.217095154079905
2013,42203,17.1,1591,121.3,5.0,11.061194465975754
2017,21380,24.3,1248,88.5,5.0,5.722093942731888
2018,23955,18.6,1197,81.86,5.0,4.6214566479075305
2013,38568,25.8,1498,98.6,5.0,7.211127134890566
2011,64000,16.55,1968,147.51,5.0,15.217095154079905
2014,57000,15.5,1198,86.7,5.0,5.462568463178064
2017,44556,27.3,1498,98.6,5.0,7.211127134890566
2012,80000,16.73,2993,218.0,5.0,26.382204424519692
2015,39000,18.9,1197,82.0,5.0,4.645817385375292
2015,70000,19.87,1461,83.8,5.0,4.6755753356221295
2009,45463,14.49,1399,92.7,5.0,6.290790380197638
2015,44776,18.0,1198,86.7,5.0,5.462568463178064
2016,18242,18.9,1197,82.0,5.0,4.645817385375292
2015,21190,21.1,814,55.2,5.0,0.3936956696322351
2011,89411,20.54,1598,103.6,5.0,7.9737854686758265
2015,59000,17.21,1197,103.6,5.0,8.404331166115556
2012,28000,23.08,1461,63.1,5.0,1.0736662957460439
2013,52262,17.2,1197,103.6,5.0,8.404331166115556
2014,72443,10.0,2148,170.0,5.0,18.937211215179772
